ra,iaa_autoavaliacao,ida_desempenho_academico,ieg_engajamento_atividades,ipp_psicopedagogicos,ian_adequacao_nivel,ips_aspectos_psicossociais,ipv_ponto_virada,inde_indice_desen_educacional,requer_psicologia,atingiu_pv,defasagem,ano_arquivo,risco
RA-164,0.0,5.8,8.2,6.88,5.0,2.52,6.96,6.78,,,,2023,1
RA-164,9.59,5.67,8.08,6.25,5.0,6.26,6.89,6.78,,,,2024,0
RA-1640,,,0.0,,10.0,,,,,,,2024,0
RA-1641,,,0.0,,10.0,,,,,,,2024,0
RA-1642,,,0.0,,10.0,,,,,,,2024,0
RA-1643,,,0.0,,10.0,,,,,,,2024,0
RA-1644,,,0.0,,10.0,,,,,,,2024,0
RA-1645,,,0.0,,10.0,,,,,,,2024,0
RA-1646,,,0.0,,10.0,,,,,,,2024,0
RA-1647,,,0.0,,10.0,,,,,,,2024,0
RA-1648,,,0.0,,10.0,,,,,,,2024,0
RA-1649,,,0.0,,10.0,,,,,,,2024,0
RA-165,7.1,7.6,9.8,,10.0,5.6,7.5,8.06,Sem limitações,Não,0.0,2022,1
RA-165,6.7,7.3,9.2,8.13,10.0,2.52,7.8,8.06,,,,2023,0
RA-165,7.5,8.5,9.43,7.97,10.0,7.51,7.89,8.06,,,,2024,0
RA-1650,,,0.0,,10.0,,,,,,,2024,0
RA-1651,,,0.0,,10.0,,,,,,,2024,0
RA-1652,,,0.0,,10.0,,,,,,,2024,0
RA-1653,,,0.0,,10.0,,,,,,,2024,0
RA-1654,,,0.0,,10.0,,,,,,,2024,0
RA-1655,,,0.0,,10.0,,,,,,,2024,0
RA-1656,,,0.0,,10.0,,,,,,,2024,0
RA-1657,,,0.0,,10.0,,,,,,,2024,0
RA-1658,,,0.0,,10.0,,,,,,,2024,0
RA-1659,,,0.0,,10.0,,,,,,,2024,0
RA-166,9.2,8.1,9.0,,10.0,6.3,7.54,8.25,Sem limitações,Não,0.0,2022,0
RA-166,7.5,8.1,8.9,8.44,10.0,6.26,7.46,8.25,,,,2023,0
RA-166,8.33,8.27,9.25,7.5,10.0,6.57,7.5,8.25,,,,2024,0
RA-1660,,,0.0,,10.0,,,,,,,2024,0
RA-1661,,,0.0,,10.0,,,,,,,2024,0
RA-167,9.2,7.9,9.7,,5.0,5.6,7.83,7.8,Requer avaliação,Não,-2.0,2022,0
RA-167,8.8,7.9,9.9,7.97,5.0,5.0,7.84,7.8,,,,2023,0
RA-167,8.75,8.17,9.47,8.38,5.0,6.26,8.33,7.8,,,,2024,0
RA-168,7.9,5.9,8.3,,5.0,6.3,7.08,6.92,Sem limitações,Não,-1.0,2022,1
RA-168,0.0,4.7,9.6,6.56,10.0,6.89,6.42,6.92,,,,2023,0
RA-169,7.5,3.2,5.1,,5.0,6.3,4.79,5.16,Sem limitações,Não,-1.0,2022,0
RA-17,8.8,7.8,10.0,,5.0,7.5,8.29,8.07,Não atendido,Não,-1.0,2022,0
RA-17,,,,,10.0,,,8.07,,,,2023,0
RA-17,,,0.0,,10.0,,,8.07,,,,2024,0
RA-170,8.3,4.9,9.2,,10.0,5.6,5.79,7.01,Requer avaliação,Não,0.0,2022,0
RA-170,8.8,7.2,8.9,6.88,5.0,2.52,7.67,7.01,,,,2023,0
RA-170,9.17,8.0,8.5,7.6,5.0,5.64,8.03,7.01,,,,2024,0
RA-171,7.5,5.5,6.8,,5.0,7.5,6.88,6.58,Sem limitações,Não,-2.0,2022,1
RA-171,7.5,5.2,7.2,7.19,5.0,5.0,6.76,6.58,,,,2023,0
RA-171,7.5,8.33,7.83,7.63,5.0,5.64,7.6,6.58,,,,2024,0
RA-172,9.2,7.3,8.9,,10.0,9.4,8.92,8.67,Sem limitações,Sim,0.0,2022,0
RA-172,0.0,,,,10.0,3.77,,8.67,,,,2023,0
RA-172,8.75,6.93,9.8,7.5,10.0,6.57,7.5,8.67,,,,2024,0
RA-173,8.3,7.9,9.2,,2.5,6.9,9.25,7.82,Requer avaliação,Sim,-3.0,2022,0
RA-173,9.2,8.1,8.5,8.13,5.0,6.26,7.88,7.82,,,,2023,0
RA-173,,,0.0,,10.0,,,7.82,,,,2024,0
RA-174,7.9,4.4,6.2,,5.0,7.5,6.04,6.08,Sem limitações,Não,-1.0,2022,0
RA-174,7.9,5.1,5.6,7.5,5.0,5.0,7.21,6.08,,,,2023,0
RA-175,8.3,5.9,9.2,,5.0,5.6,5.83,6.75,Requer avaliação,Não,-1.0,2022,1
RA-175,8.8,4.8,9.2,7.19,5.0,2.52,7.09,6.75,,,,2023,0
RA-175,10.0,8.5,9.47,7.5,5.0,6.26,7.77,6.75,,,,2024,0
RA-176,9.6,6.9,9.1,,10.0,5.6,9.08,8.43,Requer avaliação,Sim,0.0,2022,0
RA-176,9.6,8.0,9.5,8.13,10.0,2.52,9.0,8.43,,,,2023,0
RA-176,9.59,8.83,9.55,8.59,10.0,6.26,8.55,8.43,,,,2024,0
RA-177,7.9,6.8,8.8,,10.0,4.4,6.96,7.42,Requer avaliação,Não,0.0,2022,0
RA-178,0.0,6.3,8.8,,10.0,4.4,8.46,7.03,Requer avaliação,Sim,0.0,2022,1
RA-178,7.9,5.9,8.7,7.66,10.0,2.52,8.42,7.03,,,,2023,1
RA-178,9.59,4.17,8.74,7.63,10.0,6.26,6.53,7.02,,,,2024,0
RA-179,7.5,6.1,9.2,,10.0,7.5,8.04,7.99,Sem limitações,Não,0.0,2022,0
RA-179,8.8,6.4,9.4,8.59,10.0,7.52,8.92,7.99,,,,2023,0
RA-179,9.17,8.17,9.41,8.75,10.0,9.38,8.44,7.99,,,,2024,0
RA-18,6.3,9.0,8.7,,5.0,6.3,6.88,7.23,Requer avaliação,Não,-1.0,2022,0
RA-180,9.2,8.1,8.3,,10.0,6.3,8.63,8.44,Requer avaliação,Sim,0.0,2022,1
RA-180,9.2,8.0,9.4,8.44,10.0,2.52,8.92,8.44,,,,2023,0
RA-180,9.17,8.5,9.43,8.13,10.0,7.51,8.67,8.44,,,,2024,0
RA-181,9.2,6.8,9.5,,10.0,8.8,8.46,8.62,Não atendido,Sim,0.0,2022,0
RA-181,9.6,6.8,8.3,7.97,10.0,2.52,8.25,8.62,,,,2023,1
RA-181,7.5,4.33,8.74,7.63,10.0,6.26,8.44,8.62,,,,2024,0
RA-182,7.5,4.1,8.0,,2.5,7.5,6.96,6.33,Não atendido,Não,-3.0,2022,0
RA-183,8.3,3.8,8.8,,10.0,7.5,7.25,7.3,Não atendido,Não,0.0,2022,0
RA-183,7.9,7.7,9.7,7.97,5.0,2.52,8.8,7.3,,,,2023,1
RA-183,7.92,7.5,9.25,8.25,10.0,6.26,8.37,7.3,,,,2024,0
RA-184,8.8,7.2,7.7,,2.5,7.5,8.0,7.28,Não atendido,Não,-3.0,2022,1
RA-184,7.9,7.1,9.5,8.59,10.0,7.52,8.5,7.28,,,,2023,0
RA-184,8.75,8.17,8.7,7.97,10.0,6.26,9.0,7.28,,,,2024,0
RA-185,7.9,4.5,7.7,,5.0,7.5,6.88,6.62,Não atendido,Não,-2.0,2022,0
RA-186,8.3,6.6,8.5,,10.0,7.5,7.5,7.83,Não atendido,Não,0.0,2022,0
RA-186,7.5,6.9,9.7,7.97,10.0,2.52,8.46,7.83,,,,2023,0
RA-186,7.92,7.17,9.64,8.13,10.0,6.26,8.67,7.83,,,,2024,0
RA-187,8.8,5.8,8.9,,10.0,7.5,7.92,7.93,Não atendido,Não,0.0,2022,0
RA-187,7.5,6.9,9.9,7.97,10.0,2.52,8.26,7.93,,,,2023,0
RA-187,8.75,7.83,9.54,8.44,10.0,5.64,9.06,7.93,,,,2024,0
RA-188,0.0,2.7,6.1,,5.0,7.5,7.58,5.31,Não atendido,Não,-1.0,2022,0
RA-189,10.0,7.2,9.7,,5.0,5.0,7.33,7.63,Requer avaliação,Não,-1.0,2022,1
RA-189,7.9,6.5,9.4,8.28,10.0,2.52,8.38,7.63,,,,2023,0
RA-189,10.0,8.17,10.0,6.88,10.0,6.26,8.2,7.63,,,,2024,0
RA-19,7.9,8.0,9.5,,5.0,7.5,7.0,7.67,Sem limitações,Não,-1.0,2022,1
RA-19,7.9,7.8,9.4,7.75,5.0,5.63,8.17,7.67,,,,2023,0
RA-19,,,0.0,,10.0,,,7.67,,,,2024,0
RA-190,6.7,6.3,6.9,,10.0,8.8,7.25,7.34,Não atendido,Não,0.0,2022,1
RA-190,7.9,5.7,9.5,7.66,5.0,2.52,7.96,7.34,,,,2023,0
RA-191,10.0,7.2,9.4,,10.0,8.8,8.5,8.74,Não atendido,Sim,0.0,2022,0
RA-191,0.0,7.8,9.7,8.13,10.0,2.52,8.46,8.74,,,,2023,1
RA-191,7.5,6.4,9.57,7.5,10.0,5.95,7.5,8.74,,,,2024,0
RA-192,8.8,2.7,3.6,,5.0,7.5,4.71,4.93,Não atendido,Não,-2.0,2022,0
RA-192,8.8,6.5,6.2,7.19,5.0,5.0,7.38,4.93,,,,2023,0
RA-192,8.33,7.17,6.36,7.13,5.0,7.51,6.9,4.93,,,,2024,0
RA-193,9.2,6.7,8.9,,10.0,5.6,8.5,8.16,Sem limitações,Sim,0.0,2022,1
RA-193,8.3,6.5,9.4,8.13,10.0,2.52,8.17,8.16,,,,2023,0
RA-193,8.75,7.0,9.85,8.44,10.0,6.26,8.75,8.16,,,,2024,0
RA-194,0.0,3.2,6.2,,5.0,5.0,3.75,4.27,Requer avaliação,Não,-1.0,2022,0
RA-195,8.8,6.3,9.2,,10.0,5.0,8.25,8.02,Requer avaliação,Não,0.0,2022,1
RA-195,7.1,6.0,9.2,8.44,10.0,2.52,8.79,8.02,,,,2023,0
RA-195,7.5,7.83,9.68,7.97,10.0,6.26,8.97,8.02,,,,2024,0
RA-196,9.2,5.1,9.1,,10.0,7.5,8.63,8.12,Não atendido,Sim,0.0,2022,0
RA-196,7.9,6.2,9.0,8.28,10.0,2.52,8.21,8.12,,,,2023,0
RA-196,8.75,8.0,9.69,8.75,10.0,7.51,8.92,8.12,,,,2024,0
RA-197,8.8,7.3,9.7,,10.0,4.4,8.29,8.22,Requer avaliação,Não,0.0,2022,1
RA-197,8.3,7.2,9.8,7.97,10.0,2.52,8.46,8.22,,,,2023,0
RA-197,7.5,8.33,9.85,7.97,10.0,6.26,8.8,8.22,,,,2024,0
RA-198,0.0,4.6,6.2,,10.0,5.0,5.96,5.55,Requer avaliação,Não,0.0,2022,0
RA-199,8.3,7.5,7.1,,10.0,7.5,6.46,7.56,Não atendido,Não,0.0,2022,0
RA-199,9.2,8.5,7.6,7.97,5.0,7.51,8.51,7.56,,,,2023,1
RA-199,8.33,7.17,7.55,8.13,5.0,6.88,8.21,7.56,,,,2024,0
RA-2,8.8,6.8,5.2,,10.0,6.3,6.78,7.06,Sem limitações,Não,0.0,2022,0
RA-2,,,,,10.0,,,7.06,,,,2023,0
RA-2,,,0.0,,10.0,,,7.05,,,,2024,0
RA-20,7.1,7.8,10.0,,5.0,6.3,7.17,7.54,Não atendido,Não,-1.0,2022,0
RA-200,7.9,5.5,5.6,,5.0,4.4,4.92,5.71,Requer avaliação,Não,-2.0,2022,1
RA-200,9.6,4.3,4.5,7.5,5.0,2.52,7.17,5.71,,,,2023,0
RA-201,7.9,6.5,7.3,,5.0,7.5,7.54,7.08,Não atendido,Não,-2.0,2022,0
RA-202,0.0,5.4,5.2,,5.0,4.4,6.92,5.2,Requer avaliação,Não,-1.0,2022,0
RA-202,8.8,5.9,7.9,7.97,5.0,2.52,8.01,5.2,,,,2023,0
RA-202,8.33,7.5,7.88,7.66,5.0,6.26,7.75,5.2,,,,2024,0
RA-203,8.8,2.8,4.3,,5.0,7.5,6.88,5.67,Não atendido,Não,-1.0,2022,0
RA-204,7.9,7.4,6.7,,10.0,4.4,5.71,6.94,Requer avaliação,Não,0.0,2022,1
RA-204,8.8,7.1,7.9,8.28,10.0,2.52,8.05,6.94,,,,2023,0
RA-204,9.17,7.5,6.83,7.13,10.0,6.26,8.59,6.94,,,,2024,0
RA-205,9.6,4.1,3.8,,5.0,7.5,4.83,5.37,Não atendido,Não,-1.0,2022,0
RA-205,9.6,6.6,7.6,7.03,5.0,4.38,7.09,5.37,,,,2023,0
RA-206,8.3,5.0,8.8,,10.0,7.5,5.17,7.1,Não atendido,Não,0.0,2022,0
RA-207,0.0,5.8,4.8,,2.5,7.5,5.71,4.94,Não atendido,Não,-3.0,2022,0
RA-208,7.5,6.1,7.1,,5.0,7.5,6.42,6.67,Não atendido,Não,-1.0,2022,0
RA-209,0.0,6.0,4.8,,5.0,5.6,3.75,4.5,Requer avaliação,Não,-1.0,2022,0
RA-21,9.6,3.8,9.2,,5.0,7.5,7.25,6.95,Não atendido,Não,-1.0,2022,0
RA-21,,,,,10.0,,,6.95,,,,2023,0
RA-21,,,0.0,,10.0,,,6.94,,,,2024,0
RA-210,0.0,3.4,5.1,,5.0,7.5,4.42,4.44,Não atendido,Não,-1.0,2022,0
RA-211,9.2,7.6,8.8,,10.0,7.5,8.46,8.47,Não atendido,Sim,0.0,2022,1
RA-211,9.6,7.1,9.4,7.66,10.0,2.52,8.71,8.47,,,,2023,1
RA-211,9.59,7.0,9.38,7.25,10.0,7.51,7.87,8.46,,,,2024,0
RA-212,9.6,6.2,8.4,,5.0,7.5,6.96,7.27,Não atendido,Não,-1.0,2022,0
RA-213,9.6,3.5,8.7,,10.0,7.5,6.83,7.21,Não atendido,Não,0.0,2022,0
RA-214,0.0,4.3,6.1,,5.0,7.5,5.13,4.87,Não atendido,Não,-2.0,2022,0
RA-215,6.7,7.8,5.8,,10.0,7.5,6.54,7.17,Não atendido,Não,0.0,2022,1
RA-215,8.8,6.9,6.6,7.97,10.0,2.52,7.71,7.17,,,,2023,1
RA-215,7.08,5.67,6.46,8.0,10.0,6.26,7.43,7.17,,,,2024,0
RA-216,7.9,7.0,8.5,,10.0,7.5,5.58,7.5,Não atendido,Não,0.0,2022,0
RA-217,7.9,7.1,8.5,,5.0,7.5,7.29,7.4,Não atendido,Não,-2.0,2022,1
RA-217,8.3,5.6,8.6,8.44,5.0,2.52,8.5,7.4,,,,2023,0
RA-217,8.33,7.83,8.92,7.13,5.0,6.26,6.99,7.4,,,,2024,0
RA-218,6.3,4.0,7.3,,5.0,7.5,6.13,6.1,Não atendido,Não,-1.0,2022,0
RA-218,0.0,6.7,6.7,7.97,5.0,2.52,7.88,6.1,,,,2023,0
RA-219,8.8,3.5,6.9,,2.5,7.5,6.38,5.94,Não atendido,Não,-3.0,2022,0
RA-22,8.3,6.7,7.4,,5.0,8.1,8.83,7.47,Sem limitações,Sim,-1.0,2022,0
RA-220,0.0,6.5,8.1,,10.0,7.5,7.83,7.03,Não atendido,Não,0.0,2022,1
RA-220,8.8,6.1,7.6,7.19,10.0,2.52,7.55,7.03,,,,2023,0
RA-220,8.75,6.83,8.2,7.25,10.0,6.26,7.33,7.03,,,,2024,0
RA-221,9.6,5.2,8.5,,5.0,7.5,6.0,6.89,Não atendido,Não,-1.0,2022,1
RA-221,9.6,5.0,9.0,7.19,5.0,5.0,7.38,6.89,,,,2023,0
RA-222,7.1,6.2,4.6,,5.0,7.5,4.92,5.6,Não atendido,Não,-2.0,2022,0
RA-223,0.0,3.1,4.6,,10.0,7.5,5.58,4.97,Não atendido,Não,0.0,2022,0
RA-223,0.0,3.8,4.5,7.5,5.0,7.52,7.17,4.97,,,,2023,0
RA-224,9.6,2.6,4.3,,10.0,7.5,4.88,5.67,Não atendido,Não,0.0,2022,0
RA-225,8.3,5.0,5.3,,5.0,7.5,5.71,5.92,Não atendido,Não,-1.0,2022,0
RA-226,7.5,6.8,6.1,,5.0,7.5,6.21,6.55,Não atendido,Não,-1.0,2022,0
RA-227,9.2,3.3,6.4,,10.0,7.5,5.83,6.47,Não atendido,Não,0.0,2022,0
RA-227,9.6,6.9,7.5,8.28,10.0,5.63,7.46,6.47,,,,2023,1
RA-227,9.59,6.5,8.1,7.5,10.0,9.38,7.54,6.47,,,,2024,0
RA-228,7.5,4.8,6.7,,5.0,7.5,6.42,6.2,Não atendido,Não,-2.0,2022,0
RA-229,10.0,6.9,9.4,,10.0,7.5,8.5,8.62,Não atendido,Sim,0.0,2022,0
RA-229,9.2,7.8,9.8,8.28,10.0,2.52,8.42,8.62,,,,2023,0
RA-229,9.59,8.83,9.84,8.28,10.0,5.64,8.84,8.62,,,,2024,0
RA-23,8.3,6.7,8.2,,5.0,8.1,8.56,7.68,Sem limitações,Sim,-1.0,2022,0
RA-23,,,,,10.0,,,7.68,,,,2023,0
RA-23,,,0.0,,10.0,,,7.68,,,,2024,0
RA-230,7.9,5.7,5.1,,5.0,7.5,6.75,6.33,Não atendido,Não,-1.0,2022,0
RA-231,8.8,3.8,7.4,,5.0,7.5,5.33,6.12,Não atendido,Não,-1.0,2022,0
RA-232,0.0,0.0,4.9,,10.0,7.5,4.54,4.25,Não atendido,Não,0.0,2022,0
RA-233,7.9,3.8,7.4,,5.0,7.5,5.5,6.05,Não atendido,Não,-1.0,2022,0
RA-234,10.0,4.3,7.6,,10.0,5.6,5.58,6.72,Sem limitações,Não,0.0,2022,0
RA-234,6.7,5.6,8.0,4.84,10.0,2.52,5.6,6.72,,,,2023,0
RA-235,8.3,6.3,7.3,,5.0,7.5,6.42,6.79,Não atendido,Não,-1.0,2022,0
RA-236,9.6,3.7,7.5,,10.0,7.5,7.21,7.11,Não atendido,Não,0.0,2022,0
RA-236,10.0,4.5,7.5,7.19,10.0,7.52,7.3,7.11,,,,2023,0
RA-236,9.17,4.5,7.89,6.88,10.0,6.26,6.36,7.11,,,,2024,0
RA-237,10.0,7.8,9.0,,5.0,7.5,8.42,8.08,Não atendido,Sim,-1.0,2022,1
RA-237,8.3,6.7,9.5,8.13,5.0,2.52,8.96,8.08,,,,2023,0
RA-237,8.75,7.67,9.69,7.92,5.0,6.26,8.34,8.08,,,,2024,0
RA-238,8.8,5.1,6.4,,5.0,5.0,7.21,6.33,Requer avaliação,Não,-1.0,2022,0
RA-239,0.0,3.7,3.7,,5.0,7.5,5.96,4.57,Não atendido,Não,-2.0,2022,0
RA-239,0.0,7.0,8.4,8.13,5.0,5.0,7.63,4.57,,,,2023,1
RA-239,8.75,6.67,6.36,7.88,2.5,5.64,8.5,4.57,,,,2024,0
RA-24,9.2,8.6,7.9,,5.0,6.9,9.11,8.09,Requer avaliação,Sim,-1.0,2022,0
RA-240,7.1,4.7,8.1,,10.0,5.0,7.04,6.94,Requer avaliação,Não,0.0,2022,0
RA-240,7.1,4.8,6.7,6.88,10.0,2.52,6.92,6.94,,,,2023,0
RA-241,10.0,7.7,10.0,,5.0,7.5,9.13,8.47,Não atendido,Sim,-1.0,2022,1
RA-241,0.0,7.5,9.9,8.75,5.0,2.52,9.55,8.47,,,,2023,1
RA-241,10.0,6.82,9.89,7.5,10.0,7.2,7.5,8.47,,,,2024,0
RA-242,9.6,8.2,9.7,,10.0,5.6,8.71,8.67,Requer avaliação,Sim,0.0,2022,1
RA-242,7.1,7.9,9.7,8.59,10.0,2.52,9.38,8.67,,,,2023,1
RA-242,9.59,7.65,9.62,7.5,10.0,6.26,7.5,8.67,,,,2024,0
RA-243,7.1,6.0,8.7,,5.0,5.0,7.88,6.98,Requer avaliação,Não,-2.0,2022,0
RA-244,7.5,7.8,9.4,,10.0,6.3,9.21,8.51,Requer avaliação,Sim,0.0,2022,1
RA-244,0.0,7.3,8.8,8.13,10.0,2.52,8.83,8.51,,,,2023,0
RA-244,7.5,9.5,10.0,8.13,10.0,6.26,8.17,8.51,,,,2024,0
RA-245,10.0,8.4,9.9,,5.0,7.5,9.25,8.66,Não atendido,Sim,-1.0,2022,1
RA-245,0.0,8.1,10.0,8.75,5.0,2.52,9.59,8.66,,,,2023,1
RA-245,9.17,8.03,9.95,7.5,10.0,6.89,7.5,8.66,,,,2024,0
RA-246,8.3,7.6,9.4,,10.0,7.5,9.17,8.64,Não atendido,Sim,0.0,2022,1
RA-246,8.8,6.8,9.9,8.13,10.0,4.39,8.92,8.64,,,,2023,1
RA-246,8.33,0.0,0.0,7.5,10.0,6.57,7.5,8.64,,,,2024,0
RA-247,8.3,5.8,8.2,,10.0,7.5,7.88,7.72,Não atendido,Não,0.0,2022,0
RA-247,0.0,7.2,8.5,8.28,10.0,7.52,7.54,7.72,,,,2023,1
RA-247,0.0,4.33,8.31,7.75,10.0,6.26,8.59,7.72,,,,2024,0
RA-248,9.2,5.2,7.6,,10.0,7.5,7.29,7.43,Não atendido,Não,0.0,2022,0
RA-249,6.7,2.9,7.4,,5.0,5.0,4.29,5.1,Não atendido,Não,-1.0,2022,0
RA-249,0.0,4.9,8.2,5.16,5.0,5.0,6.55,5.1,,,,2023,0
RA-249,7.08,5.0,6.65,6.75,5.0,5.0,7.06,5.1,,,,2024,0
RA-25,8.3,6.9,8.3,,5.0,8.8,9.67,7.98,Sem limitações,Sim,-1.0,2022,0
RA-25,,,,,10.0,,,7.98,,,,2023,0
RA-25,,,0.0,,10.0,,,7.98,,,,2024,0
RA-250,8.3,6.6,8.6,,10.0,7.5,7.63,7.96,Não atendido,Não,0.0,2022,0
RA-250,0.0,8.3,9.3,7.97,10.0,5.63,8.63,7.96,,,,2023,0
RA-250,9.17,9.17,9.63,8.96,10.0,6.88,8.95,7.96,,,,2024,0
RA-251,10.0,6.3,8.1,,5.0,5.6,6.63,7.02,Sem limitações,Não,-2.0,2022,1
RA-251,9.6,5.3,8.0,7.34,5.0,2.52,7.84,7.02,,,,2023,1
RA-251,8.75,4.5,8.61,6.88,5.0,5.63,7.33,7.02,,,,2024,0
RA-252,9.2,0.9,2.8,,5.0,7.5,3.88,4.28,Não atendido,Não,-1.0,2022,0
RA-253,9.2,1.8,3.6,,5.0,5.0,3.75,4.31,Requer avaliação,Não,-2.0,2022,0
RA-254,10.0,5.3,7.4,,5.0,5.6,6.92,6.72,Requer avaliação,Não,-1.0,2022,0
RA-254,9.6,5.9,8.8,7.81,5.0,,7.71,6.72,,,,2023,0
RA-255,7.5,1.3,3.8,,5.0,5.0,5.54,4.56,Não indicado,Não,-1.0,2022,0
RA-256,8.8,5.2,8.5,,10.0,5.0,6.71,7.19,Requer avaliação,Não,0.0,2022,0
RA-257,0.0,3.6,6.4,,5.0,5.6,6.71,5.15,Requer avaliação,Não,-1.0,2022,0
RA-258,10.0,4.8,7.3,,10.0,5.6,6.13,6.93,Sem limitações,Não,0.0,2022,1
RA-258,7.08,2.5,6.94,7.34,10.0,7.51,6.73,6.93,,,,2024,0
RA-259,8.8,0.9,2.9,,2.5,7.5,4.63,4.18,Não atendido,Não,-3.0,2022,0
RA-26,9.6,8.0,8.8,,5.0,10.0,10.0,8.68,Sem limitações,Sim,-1.0,2022,0
RA-26,0.0,,,,5.0,7.52,,8.68,,,,2023,0
RA-26,,,0.0,,10.0,,,8.68,,,,2024,0
RA-260,10.0,5.0,8.2,,10.0,7.5,6.46,7.44,Não atendido,Não,0.0,2022,0
RA-260,9.2,6.1,9.9,7.34,10.0,7.52,7.42,7.44,,,,2023,0
RA-260,8.75,7.0,9.67,7.88,10.0,7.51,8.5,7.44,,,,2024,0
RA-261,8.8,5.8,7.2,,5.0,5.6,7.04,6.76,Sem limitações,Não,-1.0,2022,0
RA-262,0.0,3.4,5.8,,5.0,5.6,5.63,4.79,Sem limitações,Não,-2.0,2022,0
RA-262,0.0,3.8,3.7,7.03,5.0,5.0,6.05,4.79,,,,2023,0
RA-262,7.92,4.17,4.85,7.0,5.0,7.51,6.3,4.79,,,,2024,0
RA-263,5.8,3.7,5.6,,5.0,7.5,4.42,5.32,Não atendido,Não,-2.0,2022,0
RA-264,10.0,5.8,9.2,,5.0,5.6,6.63,7.09,Requer avaliação,Não,-2.0,2022,0
RA-265,8.3,6.9,7.7,,10.0,7.5,7.92,7.93,Não atendido,Não,0.0,2022,0
RA-265,8.3,7.0,8.7,7.97,10.0,,7.88,7.93,,,,2023,0
RA-266,7.5,6.0,5.8,,2.5,5.6,6.58,5.99,Requer avaliação,Não,-3.0,2022,0
RA-267,10.0,3.3,7.4,,5.0,5.0,6.29,6.01,Não indicado,Não,-2.0,2022,1
RA-267,7.9,2.7,7.7,4.69,5.0,,6.51,6.01,,,,2023,1
RA-267,10.0,2.0,8.29,4.58,5.0,6.26,6.27,6.01,,,,2024,0
RA-268,9.2,5.7,6.7,,5.0,6.3,7.21,6.7,Requer avaliação,Não,-1.0,2022,0
RA-269,9.2,8.9,8.6,,10.0,6.3,7.25,8.23,Requer avaliação,Não,0.0,2022,1
RA-269,9.6,7.4,9.0,8.59,10.0,2.52,8.8,8.23,,,,2023,0
RA-269,9.17,8.2,9.6,7.5,10.0,7.51,7.5,8.23,,,,2024,0
RA-27,0.0,8.0,7.6,,5.0,8.1,9.11,7.12,Sem limitações,Sim,-1.0,2022,1
RA-27,6.7,6.9,7.7,8.63,10.0,6.89,8.88,7.12,,,,2023,0
RA-27,,,0.0,,10.0,,,7.12,,,,2024,0
RA-270,8.3,7.9,8.4,,10.0,6.9,8.13,8.23,Não atendido,Não,0.0,2022,1
RA-270,9.2,6.6,9.0,8.75,10.0,2.52,9.13,8.23,,,,2023,1
RA-270,9.17,0.0,0.0,7.5,10.0,6.26,7.5,8.23,,,,2024,0
RA-271,9.2,7.1,8.5,,5.0,5.6,6.96,7.26,Requer avaliação,Não,-2.0,2022,1
RA-271,0.0,5.9,9.3,8.13,5.0,2.52,7.71,7.26,,,,2023,0
RA-271,9.17,7.33,8.96,7.5,5.0,6.26,6.75,7.25,,,,2024,0
RA-272,9.2,5.1,5.7,,5.0,7.5,6.42,6.36,Não atendido,Não,-1.0,2022,0
RA-273,9.2,3.0,5.3,,5.0,7.5,5.83,5.68,Não atendido,Não,-1.0,2022,0
RA-273,7.9,5.0,7.4,7.81,5.0,2.52,7.63,5.68,,,,2023,1
RA-273,9.17,4.5,7.32,8.13,5.0,6.26,6.9,5.68,,,,2024,0
RA-274,7.9,8.1,8.3,,10.0,7.5,7.0,7.95,Não atendido,Não,1.0,2022,1
RA-274,7.5,7.5,9.5,7.66,10.0,5.63,8.3,7.95,,,,2023,0
RA-274,8.33,9.33,9.65,8.13,10.0,5.64,8.23,7.95,,,,2024,0
RA-275,9.6,4.6,6.9,,5.0,7.5,6.67,6.67,Não atendido,Não,-2.0,2022,0
RA-276,7.1,4.3,5.7,,5.0,5.6,5.13,5.53,Não indicado,Não,-1.0,2022,0
RA-276,6.3,5.5,8.5,7.03,10.0,2.52,6.59,5.53,,,,2023,0
RA-277,7.1,7.4,8.8,,5.0,7.5,7.21,7.41,Não atendido,Não,-1.0,2022,1
RA-277,8.3,5.5,9.9,8.13,5.0,7.52,8.75,7.41,,,,2023,0
RA-277,8.33,6.9,9.74,7.5,10.0,6.57,7.5,7.41,,,,2024,0
RA-278,8.8,6.0,9.2,,10.0,5.6,7.42,7.74,Requer avaliação,Não,0.0,2022,1
RA-278,0.0,5.6,9.8,8.75,10.0,5.63,8.38,7.74,,,,2023,0
RA-278,9.17,9.33,9.86,8.13,10.0,7.51,7.95,7.74,,,,2024,0
RA-279,9.2,9.1,9.9,,10.0,6.3,8.21,8.82,Sem limitações,Não,0.0,2022,1
RA-279,8.8,8.9,10.0,8.75,10.0,6.27,9.21,8.82,,,,2023,0
RA-279,9.17,9.33,10.0,8.33,10.0,7.51,8.73,8.82,,,,2024,0
RA-28,7.9,5.0,6.1,,5.0,7.5,6.33,6.24,Requer avaliação,Não,-1.0,2022,0
RA-280,7.5,7.1,9.2,,10.0,7.5,7.33,8.05,Sem limitações,Não,0.0,2022,1
RA-280,6.7,6.5,9.5,8.28,10.0,7.52,8.71,8.05,,,,2023,0
RA-280,7.92,9.33,9.86,8.33,10.0,6.26,8.67,8.05,,,,2024,0
